Ticker,Company Name,Country,Sector,Industry,10 Day Average Volume,Price,Current Shares,Dividend Yield,Recommendation Key,"Recommendation Mean (1=Strong Buy, 5=Strong Sell)",Target Mean Price,Target High Price,Target Low Price,Target Median Price,PEG Ratio,Beta,Trailing P/E,Forward P/E,Trailing EPS,Forward EPS,52 Week Change,"52 Week Relative Price (1=52 week high, 0=52 week low)",Log Market Cap,Overall Risk (1-10),Percent of Shares Held by Institutions,Percent of Shares Held by Insiders,Company Description
LOG.MC,"Compañía de Distribución Integral Logista Holdings, S.A.",Spain,Industrials,Integrated Freight & Logistics,117439,23.8 EUR,0,5.99 %,buy,1.7,25.3 EUR,29.1 EUR,20.7 EUR,25.8 EUR,6.15,0.703828,12.526316,11.609756,1.9,2.05,+30.8 %,0.7500000000000001,9.49659449350849,5.0,22.733999999999998,55.28999999999999,"Compañía de Distribución Integral Logista Holdings, S.A., through its subsidiaries, operates as a distributor and logistics operator in Spain, France, Italy, and Portugal. It distributes a range of products and services, including tobacco products; convenience products; pharmaceutical products; electronically recharged products; books; fiscal stamps, postage stamps, and other official documents; and periodicals, collectibles, and magazines. The company also provides parcel and express courier, temperature-controlled capillary transport, and long distance and full load transportation services. It serves clients in various sectors comprising tobacco, publications, books, e-transactions, transport, pharmaceutical, wholesale distribution, and public sectors. The company was incorporated in 1964 and is headquartered in Leganés, Spain. Compañía de Distribución Integral Logista Holdings, S.A. operates as a subsidiary of Imperial Tobacco Limited."
LR.PA,Legrand SA,France,Industrials,Electrical Equipment & Parts,594077,85 EUR,0,2.24 %,hold,2.6,94 EUR,115 EUR,60 EUR,95.5 EUR,3.79,0.921546,20.690996,17.903158,4.11,4.75,+26.9 %,0.715774843641418,10.385086379627637,2.0,53.65299999999999,5.367,"Legrand SA, together with its subsidiaries, provides electrical and digital building infrastructures worldwide. The company offers MCBs, RCDs, and din rail equipment, including residual current circuit breakers, RCBOs, add-on modules and accessories, surge protective devices, other control and signaling devices, and time and light-sensitive switches, as well as dimmers, relays, transformers, power supplies, and accessories; ACBs, MCCBs, head equipment, and busbar systems; enclosures and accessories; equipment and accessories; home network, home automation, and hotel equipment; wiring accessories; weatherproof wiring accessories and other installation equipment; lighting management, emergency lighting, access control, and safety equipment; UPS and LCS products, cable management systems, equipment, and accessories; and mosaic wiring accessories. Its products are used in hotels, offices, data centers, shopping centers, health care, industries, residential buildings. The company was founded in 1865 and is headquartered in Limoges, France."
MAP.MC,"Mapfre, S.A.",Spain,Financial Services,Insurance—Diversified,2093915,1.92 EUR,0,8.84 %,hold,2.7,1.99 EUR,2.6 EUR,1.6 EUR,1.98 EUR,2.37,0.746621,9.142858,8.347826,0.21,0.23,+21.2 %,0.7389635316698655,9.76946520184367,7.0,6.3200004000000005,69.8,"Mapfre, S.A. operates in the insurance, property, financial, and services sectors worldwide. It offers life, health, accident, savings and investment, retirement, burial, and travel and leisure insurance; and homeowner's, automobile, third-party liability, and other insurance. The company also provides vehicle, third-party liability and asset, agriculture and livestock, commercial establishment, and other insurance products. In addition, it offers solutions for large risks for aviation, energy, industry, construction, and other companies; and reinsurance services. In addition, it engages in the real estate, real estate investment management, and IT businesses; and provision of advisory and management services. The company offers its services to individuals, professionals, entrepreneurs, self-employed people, small and medium-sized enterprises, and large corporations. The company was formerly known as Corporacion Mapfre and changed its name to Mapfre, S.A. in December 2006. Mapfre, S.A. was founded in 1933 and is headquartered in Majadahonda, Spain. Mapfre, S.A. operates as a subsidiary of Cartera Mapfre, S.L."
MB.MI,Mediobanca Banca di Credito Finanziario S.p.A.,Italy,Financial Services,Banks—Regional,3000826,12.4 EUR,0,6.87 %,hold,2.7,13 EUR,14.7 EUR,11.3 EUR,13 EUR,0.66,1.203453,10.184426,8.39527,1.22,1.48,+59.6 %,0.9816887080366227,10.019012349220713,2.0,28.022000000000002,25.4,"Mediobanca Banca di Credito Finanziario S.p.A., together with its subsidiaries, provides various banking products and services in Italy and internationally. The company operates through Wealth Management, Consumer Banking, Corporate and Investment Banking, Principal Investing, and Holding Functions segments. The Wealth Management segment offers asset management and other services to private clients, and affluent and premier customers. The Consumer Banking segment provides a range of consumer credit products comprising personal loans and salary-backed finances; personal loan services for cars and motorcycles, consumer electronics, furniture, and travel; payment services that include credit cards; insurance products; and instalment payment solutions for online purchases. The Corporate and Investment Banking segment offers corporate lending and structured finance services; corporate finance advisory services; capital market services; and specialty finance services, such as factoring and credit management. The Principal Investing segment engages in the equity investment and holding activities. The Holding Functions segment engages in treasury, and asset and liability management operations. The company was founded in 1946 and is headquartered in Milan, Italy."
MBG.DE,Mercedes-Benz Group AG,Germany,Consumer Cyclical,Auto Manufacturers,2695464,65.3 EUR,0,7.94 %,buy,2.0,88.8 EUR,120 EUR,70 EUR,88 EUR,12.9,1.25075,4.5287995,5.035494,14.41,12.96,+20.2 %,0.5740667976424365,10.843965922149824,3.0,33.769,21.825,"Mercedes-Benz Group AG operates as an automotive company in Germany and internationally. The company develops, manufactures, and sells premium and luxury cars and vans under the Mercedes-AMG, Mercedes-Benz, Mercedes-Maybach, and Mercedes-EQ brands, as well as related spare parts and accessories. It also provides financing, leasing, car subscription and rental, fleet management, insurance brokerage, and mobility services, as well as digital services for charging and payment. The company was formerly known as Daimler AG and changed its name to Mercedes-Benz Group AG in February 2022. Mercedes-Benz Group AG was founded in 1886 and is headquartered in Stuttgart, Germany."
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",France,Consumer Cyclical,Luxury Goods,475778,699 EUR,2,1.71 %,buy,1.9,903 EUR,1.02K EUR,730 EUR,922 EUR,1.96,1.029654,21.841202,19.67615,31.99,35.51,+14.6 %,0.33559212649241693,11.585541650744648,10.0,21.426001,48.389998,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne operates as a luxury goods company worldwide. The company offers champagnes, wines, and spirits under the Clos des Lambrays, Château d'Yquem, Dom Pérignon, Ruinart, Moët & Chandon, Hennessy, Veuve Clicquot, Château Galoupet, Ardbeg, Château Cheval Blanc, Glenmorangie, Krug, Mercier, Chandon, Cape Mentelle, Joseph Phelps, Newton Vineyard, Cloudy Bay, Belvedere, Terrazas de los Andes, Bodega Numanthia, Cheval des Andes, Woodinville, Ao Yun, Clos19, Volcan de mi Tierra, and Eminente brands; and fashion and leather products under the Loewe, Moynat, Louis Vuitton, Berluti, RIMOWA, Patou, Loro Piana, FENDI, Celine, Christian Dior, Emilio Pucci, Givenchy, Kenzo, and Marc Jacobs brands. It also provides perfumes and cosmetics under the Stella by Stella Mccartney, Officine Universelle Buly, Guerlain, Acqua di Parma, Parfums Christian Dior, Givenchy Parfums, Perfumes Loewe, Benefit Cosmetics, Make Up For Ever, Kenzo Parfums, Fresh, KVD Beauty, Maison Francis Kurkdjian, Cha Ling, Fenty Beauty by Rihanna, and Marc Jacobs brands; watches and jewelry under the Chaumet, Tiffany & Co., TAG Heuer, Zenith, Bulgari, Fred, Hublot, and Repossi brands; and custom-designed yachts under the Feadship and Cheval Blanc brand names, as well as designs and builds luxury yachts under the Royal Van Lent brand. In addition, the company offers daily newspapers under the Les Échos brand; Belmond, a luxury tourism service; home other activities under the Cova, Jardin d'Acclimatation, Le Parisien, Connaissance des Arts, Investir, and Radio Classique brands; and selective retailing products under the DFS, La Grande Epicerie de Paris, Le Bon Marché Rive Gauche, Sephora, and Starboard Cruise Services brands, as well as operates Jardin d'Acclimatation, a leisure and theme park. It operates 5,664 stores. LVMH Moët Hennessy - Louis Vuitton, Société Européenne was incorporated in 1923 and is headquartered in Paris, France"
MEL.MC,"Meliá Hotels International, S.A.",Spain,Consumer Cyclical,Lodging,480673,5.74 EUR,0,0 %,hold,2.7,6.28 EUR,9 EUR,4.1 EUR,5.9 EUR,2.05,1.808933,8.559702,19.775864,0.67,0.29,+16.6 %,0.5905400635368868,9.101342849085588,4.0,22.03,54.859,"Meliá Hotels International, S.A. owns, manages, operates, leases, and franchises hotels worldwide. It operates through Hotel Management, Hotel Business, Other Business Linked to Hotel Management, Real Estate, and Vacation Club segments. The company operates hotels under the Gran Meliá Hotels & Resorts, Paradisus by Meliá, ME by Meliá, Meliá Hotels & Resorts, INNSIDE by Meliá, Sol by Meliá, TRYP by Wyndham, and Circle by Melia brand names, as well as Meliá PRO. It also operates vacation club; develops and operates real estate properties; and engages in the casinos and tour-operator activities. The company was formerly known as Sol Meliá, S.A. and changed its name to Meliá Hotels International, S.A. in June 2011. Meliá Hotels International, S.A. was founded in 1956 and is based in Palma de Mallorca, Spain."
MELE.BR,Melexis NV,Belgium,Technology,Semiconductors,31106,81.4 EUR,0,4.39 %,hold,2.6,103 EUR,128 EUR,72 EUR,100 EUR,3.18,1.336711,16.150795,14.881171,5.04,5.47,+11.4 %,0.36959208899876395,9.551013430755207,3.0,21.047,50.0,"Melexis NV designs, develops, tests, and markets advanced integrated semiconductor devices primarily for the automotive industry in Europe, the Middle-East, Africa, the Asia Pacific, and North and Latin America. The company provides magnetic position, latch and switch, current, inductive position, tire monitoring, temperature, optical, pressure, and speed sensor ICs. It also offers embedded motor driver, fan and pump, LED, and pre driver ICs; and LIN transceiver, CAN transceiver, RFID Transceiver NFC Sensor tag ICs. The company was founded in 1988 and is headquartered in Ieper, Belgium. Melexis NV is a subsidiary of Xtrion N.V."
METSB.HE,Metsä Board Oyj,Finland,Consumer Cyclical,Packaging & Containers,327398,7.38 EUR,0,7.76 %,hold,3.0,8 EUR,9.5 EUR,6.9 EUR,7.8 EUR,1.24,0.736861,9.341772,13.924529,0.79,0.53,+0.268 %,0.41589648798521245,9.425325291559547,4.0,23.086001,52.942,"Metsä Board Oyj engages in folding boxboard, fresh fiber linerboard, and market pulp businesses. It provides barrier boards, food service boards, and white kraft liners. The company also offers lightweight paperboards for consumer goods and electronics, beauty care, cigarette, healthcare, beverage, food service, and graphical packaging applications. It serves brand owners, retailers, converters, corrugated box manufacturers, and merchants. The company was formerly known as M-real Corporation and changed its name to Metsä Board Oyj in March 2012. Metsä Board Oyj was incorporated in 1986 and is headquartered in Espoo, Finland."
METSO.HE,Metso Oyj,Finland,Industrials,Farm & Heavy Construction Machinery,1104703,9.69 EUR,0,3.13 %,buy,2.1,12.4 EUR,16 EUR,10 EUR,12.4 EUR,1.1,1.211681,14.462686,12.265821,0.67,0.79,+43.1 %,0.6307692307692307,9.90347621915742,1.0,46.974,16.357,"Metso Oyj provides technologies, end-to-end solutions, and services for aggregates, minerals processing, and metals refining industries in Europe, North and Central America, South America, the Asia Pacific, Africa, the Middle East, and India. The company operates in three segments: Aggregates, Minerals, and Metals. It offers a range of equipment, parts, and services for quarries, aggregates contractors, and construction companies; and process solutions, equipment, and aftermarket services for mining operations. The company also provides solutions for processing virtually various types of ores and concentrates to refined metals. The company was formerly known as Metso Outotec Oyj. Metso Oyj was incorporated in 1990 and is headquartered in Helsinki, Finland."
ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions,,,,1523723,28.9 EUR,0,0 %,buy,2.4,32.9 EUR,40 EUR,24 EUR,34.5 EUR,,,2.8242188,8.817073,,,nan %,0.7975848188614149,10.314471755609969,,,,
MMK.VI,Mayr-Melnhof Karton AG,Austria,Consumer Cyclical,Packaging & Containers,5506,128 EUR,0,3.3 %,buy,2.2,169 EUR,180 EUR,156 EUR,170 EUR,0.99,0.496621,12.691162,9.587398,10.07,13.33,-3.05 %,0.09405940594059398,9.407560849486362,10.0,15.642,58.5,"Mayr-Melnhof Karton AG manufactures and sells cartonboard and folding cartons in Germany, Austria, and internationally. It operates through two segments, MM Board & Paper and MM Packaging. The MM Board & Paper segment manufactures and markets various grades of cartonboard products, such as coated cartonboard produced from recycling fibers; and virgin fiber based cartonboard, as well as offers kraft papers and uncoated fine papers. Its cartonboard is used as a raw material in the production of folding carton packaging; and for food packaging, as well as packaging for household and hygiene products. This segment primarily serves printing businesses in the fragmented folding carton industry. The MM Packaging segment processes cartonboard into folding cartons primarily for food industry, as well as for other consumer goods industries. This segment also provides leaflets and labels. Mayr-Melnhof Karton AG was founded in 1950 and is based in Vienna, Austria."
MOH.AT,Motor Oil (Hellas) Corinth Refineries S.A.,Greece,Energy,Oil & Gas Refining & Marketing,115428,24 EUR,0,6.79 %,buy,2.5,27.3 EUR,31.3 EUR,23.2 EUR,27 EUR,0.19,0.943693,4.6835938,6.428954,5.12,3.73,+49.9 %,0.8247619047619048,9.4156989993643,8.0,14.892,46.608,"Motor Oil (Hellas) Corinth Refineries S.A. engages in oil refining and oil products trading in Greece and internationally. It operates through four segments: Refining Activity, Fuels' Marketing Activity, Power & Gas, and Other. The company produces and sells liquid fuels, lubricants, and asphalt for transportation, industrial, and household use. It also markets and distributes a range of oil products, including gasoline, fuel oil, diesel, and lubricants through its retail network; and operates gas stations. In addition, the company engages in the collection and trading of used lubricants; research, exploration, and trading of crude oil; and marketing and distribution of liquefied petroleum gas; and operates aircraft fuel supply system and the storage facilities at the Athens International Airport at Spata of Attica. Further, it is involved in the purchase, sale, exploitation, and development of real estate properties; and provision of facilities management, waste management, and financial services. Motor Oil (Hellas) Corinth Refineries S.A. was founded in 1970 and is headquartered in Marousi, Greece."
MONC.MI,Moncler S.p.A.,Italy,Consumer Cyclical,Apparel Manufacturing,846924,53.3 EUR,0,2.06 %,buy,2.2,69.7 EUR,78 EUR,60 EUR,70 EUR,2.25,1.101726,27.637306,20.754864,1.93,2.57,+24.8 %,0.44522471910112377,10.220550102482598,3.0,54.82900000000001,23.721,"Moncler S.p.A., together with its subsidiaries, designs, produces, and distributes clothing and related accessories for men, women, and children under the Moncler and Stone Island brand names. Its product portfolio includes footwear products; leather goods, such as bags, backpacks, and accessories; and sunglasses and eyeglasses under the Moncler Lunettes brand. The company also offers perfume for men and women. It operates directly operated stores and wholesale shop-in-shops. The company also sells its products through moncler.com, an online store. It serves in Italy, other European countries, Japan, the rest of Asia, and the Americas. Moncler S.p.A. was founded in 1952 and is headquartered in Milan, Italy."
MRK.DE,Merck KGaA,Germany,Healthcare,Drug Manufacturers—Specialty & Generic,316144,156 EUR,5,1.39 %,buy,1.8,197 EUR,210 EUR,183 EUR,198 EUR,5.92,0.582207,21.977402,15.764945,7.08,9.87,-2.8 %,0.17482517482517476,10.830277154528158,7.0,57.958,0.0,"Merck KGaA operates as a science and technology company in Germany. The company's Life Science segment offers a range of products, including reagents, consumable, devices, instruments, software, and services for scientific discovery, as well as provides lab water instruments, consumables and services, microbiology and biomonitoring, products, test assays, analytical reagents, and flow cytometry kits and instruments for pharma and biotech, industrial and testing, academics and government, and diagnostic sectors. Its Healthcare segment designs and develops medicines and intelligent devices for treatment of various therapeutics, such as oncology, neurology and immunology, endocrinology, and general medicines. The company's Electronic segment provides semiconductor solutions, such as semiconductor materials, delivery systems and services, and intermolecular services for semiconductor and polymer removal chemistries applications; and display solutions comprising liquid crystals, OLED and quantum materials, reactive mesogens, photoresist materials, smart antenna, and dynamic liquid crystal glazing products, as well as offers liviFlex, a flexible platform, which offers a range of display materials. This segment also provides surface solution, such as cosmetics, effect pigments, and functional solutions; architecture solutions, including switchable windows; and automotive solutions. In addition, it has strategic alliances with Pfizer Inc. and GlaxoSmihKline plc to develop and commercialize active ingredients in immune-oncology; in-licensing agreement with Debiopharm International SA for developing drug candidates for the treatment of head and neck cancer; and out-licensing agreement with MoonLake Immunotherapeutics AG for developing a drug candidate for the treatment of inflammatory diseases. The company was founded in 1668 and is headquartered in Darmstadt, Germany. Merck KGaA operates as a subsidiary of E. Merck KG."
MRL.MC,"MERLIN Properties SOCIMI, S.A.",Spain,Real Estate,REIT—Diversified,703629,7.75 EUR,40,18.3 %,buy,2.0,10.9 EUR,13.3 EUR,7.9 EUR,10.8 EUR,0.93,1.331456,,13.830357,-0.59,0.56,+0.957 %,0.22902494331065754,9.559588207568723,4.0,35.292,33.058,"MERLIN Properties SOCIMI, S.A. (MC:MRL) is the largest real estate company trading on the Spanish Stock Exchange. Specialized in the acquisition and management of commercial property in the Iberian region. MERLIN Properties mainly invests in offices, shopping centers and logistics facilities, within the Core and Core Plus segments, forming part of the benchmark IBEX-35, Euro STOXX 600, FTSE EPRA/NAREIT Global Real Estate, GPR Global Index, GPR-250 Index, MSCI Small Caps indices and DJSI."
MT.AS,ArcelorMittal S.A.,Luxembourg,Basic Materials,Steel,2460775,23.3 EUR,0,1.74 %,buy,2.1,32 EUR,40.3 EUR,23.6 EUR,32.2 EUR,-0.3,1.932057,4.8202477,5.1050324,4.84,4.57,+13.2 %,0.3535762483130903,10.328268947583338,3.0,22.358,38.831002,"ArcelorMittal S.A., together with its subsidiaries, operates as integrated steel and mining companies in the Americas, Europe, Asia, and Africa. It offers semi-finished flat products, including slabs; finished flat products comprising plates, hot- and cold-rolled coils and sheets, hot-dipped and electro-galvanized coils and sheets, tinplate, and color coated coils and sheets; semi-finished long products, such as blooms and billets; finished long products consisting of bars, wire-rods, structural sections, rails, sheet piles, and wire-products; and seamless and welded pipes and tubes. The company also provides mining products, such as iron ore lumps, fines, concentrates, pellets, and sinter feeds; and coking and pulverized coal injections coal. It sells its products to various customers in the automotive, appliance, engineering, construction, energy, and machinery industries through a centralized marketing organization, as well as distributors. The company has iron ore mining activities in Brazil, Bosnia, Canada, Kazakhstan, Liberia, Mexico, South Africa, and Ukraine; and coal mining activities in Kazakhstan. ArcelorMittal S.A. was founded in 1976 and is headquartered in Luxembourg City, Luxembourg."
MTX.DE,MTU Aero Engines AG,Germany,Industrials,Aerospace & Defense,382294,167 EUR,0,1.96 %,buy,2.2,215 EUR,280 EUR,178 EUR,215 EUR,0.98,1.489864,19.374998,13.892116,8.64,12.05,+5.75 %,0.18978102189781038,9.953698996408338,4.0,64.95300499999999,0.0,"MTU Aero Engines AG, together with its subsidiaries, develops, manufactures, markets, and maintains commercial and military aircraft engines, and aero derivative industrial gas turbines in Germany, other European countries, North America, Asia, and internationally. It operates through two segments, Commercial and Military Engine Business; and Commercial Maintenance Business. The company offers commercial aircraft engines for wide body jets, narrow body and regional jets, business jets, and turboprops; military aircraft engines for fighter aircraft, helicopters, and transport aircraft; and industrial gas turbines. It also maintains, repairs, and overhauls commercial and military engines; and manufactures and markets various brush seals. The company was formerly known as MTU Aero Engines Holding AG and changed its name to MTU Aero Engines AG in May 2013. MTU Aero Engines AG was founded in 1913 and is headquartered in Munich, Germany."
MUV2.DE,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Germany,Financial Services,Insurance—Reinsurance,365071,372 EUR,0,3.08 %,buy,2.1,377 EUR,424 EUR,302 EUR,388 EUR,0.57,0.848723,18.07393,10.217213,20.56,36.37,+57.1 %,0.9360426382411727,10.704055072251666,2.0,46.047002,0.0,"Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München engages in the insurance and reinsurance businesses worldwide. The company operates through five segments: Life and Health Reinsurance; Property-Casualty Reinsurance; ERGO Life and Health Germany; ERGO Property-Casualty Germany; and ERGO International. It also offers life and health reinsurance solutions, such as financial market risks, data analytics, claims handling and underwriting, medical research, health market, capital management, as well as MIRA digital suite; and property and casualty reinsurance solutions, including agricultural risk, data analytics, infrastructure risk profiler, remote inspection, retroactive reinsurance, insurance linked securities, location risk, risk transfer, and cyber, as well as NatCatSERVICE for natural catastrophe loss database, REALYTIX ZERO, IMPROVEX, cert2go, consulting for product development, prospective structured reinsurance, and Vahana AI for motor claims. In addition, the company provides solutions for industry clients, such as IoT cover, earnings quality insurance protection, captive insurance and risk transfer, liability, weather risks, space and satellite insurance, bioenergy plant performance insurance, solar energy insurance, wind farm insurance, mining insurance, construction projects covers and services, aviation insurance, power and utilities, oil and gas companies insurance, industrial cyber insurance, risk suite, data and location risk intelligence, digital risks, PV warranty insurance, parametric, Insure AI, liquidation damage cover, and natural catastrophes solutions. Further, it offers life, property-casualty, health, legal protection, and travel insurance products under the ERGO brand name. The company was founded in 1880 and is based in Munich, Germany."
MYTIL.AT,Mytilineos S.A.,Greece,Industrials,Conglomerates,212784,34.6 EUR,0,3.48 %,buy,1.6,37.1 EUR,45.9 EUR,23.8 EUR,34.9 EUR,0.12,1.015015,8.3883505,7.3375797,4.12,4.71,+163 %,0.8502202643171808,9.679257721598047,3.0,19.414,36.256,"Mytilineos S.A. operates in metallurgy, sustainable engineering solution, renewables and storage development, and power and gas sectors in Greece, the European Union, Hellas, and internationally. The company engages in the development and contract of solar and energy storage projects. It is also involved in contract of specialized large-scale integrated turn-key projects; and provision of photovoltaic construction, as well as environmental solutions for water and waste management, pollution prevention, energy, and air emissions. In addition, the company produces and supplies energy and electricity solutions. Further, it supplies natural gas and other energy products. Additionally, the company engages in alumina and aluminum, as well as recycled aluminum and zinc. Furthermore, it is involved in trading of metals, which comprises of aluminum alloys and other products. Mytilineos S.A. was founded in 1908 and is headquartered in Athens, Greece."
NDA-FI.HE,Nordea Bank Abp,Finland,Financial Services,Banks—Regional,4790568,10.3 EUR,0,7.77 %,buy,2.2,10.4 EUR,11.6 EUR,8.37 EUR,10.5 EUR,,0.86599,7.9643416,13.171796,1.29,0.78,+14.7 %,0.4989361702127658,10.561955683386318,1.0,61.336,0.715,"Nordea Bank Abp offers banking products and services in Sweden, Finland, Norway, Denmark, and internationally. It operates through Personal Banking, Business Banking, Large Corporates and Institutions, and Asset and Wealth Management segments. The Personal Banking segment provides various financial services to household customers through mobile banking, over the phone, online meetings, and branch offices. The Business Banking segment offers payments, cash management, cards, working capital management, and finance solutions to corporate and personal customers. The Large Corporates and Institutions segment provides financing, cash management and payment, investment banking, and securities services, as well as capital market products and securities to corporate and institutional customers. The Asset and Wealth Management segment offers investment, savings, and risk management solutions to high net worth individuals and institutional investors. This segment also offers private banking, life and pensions products, and asset management services. Nordea Bank Abp was founded in 1820 and is headquartered in Helsinki, Finland."
NESTE.HE,Neste Oyj,Finland,Energy,Oil & Gas Refining & Marketing,1149370,32.7 EUR,0,3.11 %,buy,2.0,46.7 EUR,59 EUR,20 EUR,49.4 EUR,1.24,0.898648,21.966442,11.020202,1.49,2.97,-26.1 %,0.05457463884430156,10.400420297911634,1.0,26.838,45.146,"Neste Oyj provides renewable diesel and sustainable aviation fuel in Finland and other Nordic countries, Baltic Rim, other European countries, North and South America, and internationally. The company operates in four segments: Renewable Products, Oil Products, Marketing & Services, and Others. The Renewable Products segment produces, markets, and sells renewable diesel, renewable jet fuels and solutions, and renewable solvents, as well as raw material for bioplastics based on its technology to wholesale markets. The Oil Products segment produces, markets, and sells diesel fuel, gasoline, aviation and marine fuels, light and heavy fuel oils, and gasoline components, as well as special fuels, such as small-engine gasoline, solvents, liquid gases, and bitumen. This segment serves retailers and distributors, oil majors and trading companies, petrochemicals companies, and companies marketing lubricants and solvents. The Marketing & Services segment markets and sells cleaner fuels and oil products, and associated services to private motorists, industry, transport companies, farmers, and heating oil customers through a network of service stations, as well as direct sales. The Others segment offers engineering solutions. The company was formerly known as Neste Oil Oyj and changed its name to Neste Oyj in June 2015. Neste Oyj was founded in 1948 and is headquartered in Espoo, Finland."
NEXI.MI,Nexi S.p.A.,Italy,Technology,Software—Infrastructure,4555805,5.78 EUR,40,0 %,buy,2.1,10.6 EUR,14 EUR,7.6 EUR,10.6 EUR,,0.858369,115.56,11.3294115,0.05,0.51,-31.9 %,0.03352208380520944,9.944137980369824,4.0,38.318002,36.620000000000005,"Nexi S.p.A. provides electronic money and payment services to banks, financial and insurance institutions, merchants, businesses, and public administration in Italy. The company offers acquiring services; configuration, activation, and maintenance of POS terminals; fraud prevention; and dispute management services, as well as customer support services. It also provides a range of issuing services, such as issue, supply, and management of private and corporate payment cards; installation and management of ATM's; clearing services; and digital banking services for the management of current accounts and payments. In addition, the company offers software applications for invoice management and storage, prepaid card reloading, bill payments, and postal payments. Nexi S.p.A. has a strategic agreement with Intesa Sanpaolo S.p.A. to acquire the PBZ Card's merchant business in the Croatian market. The company was founded in 1939 and is based in Milan, Italy."
NN.AS,NN Group N.V.,Netherlands,Financial Services,Insurance—Diversified,1051068,29.4 EUR,0,8.03 %,buy,2.0,47.5 EUR,55.8 EUR,37 EUR,47 EUR,1.31,0.759759,21.632353,4.8388157,1.36,6.08,-8.69 %,0.02074167190446272,9.909789306371708,2.0,63.6,0.006999999999999999,"NN Group N.V., a financial services company, provides life and non-life insurance products in the Netherlands and internationally. The company operates through Netherlands Life, Netherlands Non-life, Insurance Europe, Japan Life, Banking, and Other segments. It offers Life insurance products, such as group and individual pension products, retail life insurance, and corporate life products; and non-life insurance products, including motor, fire, liability, transport, travel, health, property and casualty, and disability and accident insurance products. The company also provides banking services, including mortgage loans, savings accounts, bank annuities, consumer lending, and retail investment products, as well as administration and management services; reinsurance services; and retirement products and services. It offers its products to individuals, small and medium-sized enterprises, and Corporates customers directly through tied agents, agents/ brokers, platform insurance, and direct channels. The company was formerly known as ING Insurance Topholding N.V. and changed its name to NN Group N.V. in March 2014. NN Group N.V. was founded in 1845 and is headquartered in the Hague, the Netherlands."
NOKIA.HE,Nokia Oyj,Finland,Technology,Communication Equipment,11354266,3.5 EUR,198,3.39 %,buy,2.2,4.9 EUR,7 EUR,3.9 EUR,4.6 EUR,4.56,0.649774,4.79863,8.7575,0.73,0.4,-20.9 %,0.06328683225586933,10.28827666460236,1.0,34.52,6.4750000000000005,"Nokia Oyj provides mobile, fixed, and cloud network solutions worldwide. The company operates through four segments: Network Infrastructure, Mobile Networks, Cloud and Network Services, and Nokia Technologies. It offers products and services for radio access networks and microwave radio links for transport networks, and solutions for network management, as well as network planning, optimization, network deployment, and technical support services. The company provides fixed networking solutions, such as fiber and copper-based access infrastructure, Wi-Fi in-home solutions, and cloud and virtualization services; IP networking solutions, including IP access, aggregation, and edge and core routing for residential, business, mobile, cloud, and digital industry applications, as well as software-defined WAN solutions; a portfolio of optical networks comprising portfolio coherent optical transponders, optical transport network switchers, wavelength-division multiplexers, reconfigurable optical add-drop multiplexer solutions, and optical line systems for metro access and aggregation, data center interconnect, regional, and long-haul/ultra-long-haul applications; and submarine networks. In addition, it offers cloud and network services, including core network solutions, such as voice and packet core; business applications, which covers security, automation, and monetization; cloud and cognitive services; and enterprise solutions covering private wireless and industrial automation. Further, the company provides hardware, software, and services, as well as licensing of intellectual property, including patents, technologies, and the Nokia brand. It serves communications service providers, webscales, hyperscalers, digital industries, and government. Nokia Oyj was founded in 1865 and is headquartered in Espoo, Finland."
NTGY.MC,"Naturgy Energy Group, S.A.",Spain,Utilities,Utilities—Regulated Gas,329202,25.8 EUR,0,6.49 %,underperform,3.9,23.2 EUR,29.6 EUR,19.8 EUR,22.7 EUR,13.18,0.801801,11.55157,18.4,2.23,1.4,+5.31 %,0.535714285714286,10.397437249205,6.0,44.342,44.816002,"Naturgy Energy Group, S.A., together with its subsidiaries, engages in the supply, liquefaction, regasification, transport, storage, distribution, and sale of natural gas. It operates through Energy and Network Management, Renewables and New Business, Supply, and Rest segments. The company engages in the regulated gas and electricity distribution; sale of liquefied natural gas and the sea transport business; management of the gas pipelines and conventional thermal generation facilities; and generation and sale of electricity through wind, mini-hydro, solar, and cogeneration sources, as well as provision of supply management services. It serves in Spain, Argentina, Brazil, Chile, Mexico, Panama, the rest of Latin America, and internationally. The company was formerly known as Gas Natural SDG, S.A. and changed its name to Naturgy Energy Group, S.A. in June 2018. Naturgy Energy Group, S.A. was incorporated in 1843 and is based in Madrid, Spain."
